"Source","Target","Weight"
"industrial-bank-of-korea","ltb-bank-riga-latvia-lva",10470
"industrial-commercial-bank-of-china","standard-chartered-bank-hong-kong-ltd-hong-kong-hkg",5e+06
"ing-bank-as","emirates-nbd-bank-pjsc-dubai-uae-are",1089918
"ing-bank-eurasia-zao","rietumu-banka-jsc-riga-latvia-lva",1636315.72
"ing-bank-nv","deutsche-bank-ag-london-branch-gbr",45695485.29
"ing-bank-nv","rosbank-moscow-russia-rus",44733695.21
"ing-bank-slaski-sa","as-expobank-riga-latvia-lva",14104730.91
"ing-bank-slaski-sa","as-privatbank-latvia-lva",193376710.67
"ing-bank-slaski-sa","as-privatbank-riga-latvia-lva",3218103.44
"ing-bank-slaski-sa","danske-bank-as-estonia-branch-estonia-est",101797446.41
"ing-bank-slaski-sa","danske-bank-as-tallinn-estonia-est",27750546.98
"ing-bank-slaski-sa","jsc-norvik-banka-riga-lv-lva",1262566.75
"ing-bank-slaski-sa","rigensis-bank-as-riga-latvia-lva",2349106.18
"ing-bank-ukraine","baltikums-bank-riga-latvia-lva",1882776.41
"ing-belgium-brussels","ablv-bank-as-riga-latvia-lva",21702789.7
"ing-belgium-brussels","liechtensteinische-landesbank-vaduz-liechtenstein-lie",17846310.19
"ing-belgium-brussels-geneva-branch","aizkraukles-banka-riga-latvia-lva",4103504.05
"ing-belgium-brussels-geneva-branch","efg-bank-zurich-switzerland-che",3203780.82
"ing-belgium-nvsa","bank-of-china-macau-branch-china-chn",44069.8
"ing-belgium-nvsa","wirecard-bank-ag-grasbrunn-germany-deu",14980
"ing-netherland-nv","alfa-bank-russia-rus",43831000
"ing-netherland-nv","rigenesis-bank-as-latvia-lva",132370781.75
"ing-netherland-nv","rigensis-bank-as-latvia-lva",1199219653.33
"inresbank","alliance-bank-almaty-kazakhstan-kaz",590
"international-bank-of-st-petersburg","jsc-norvik-banka-riga-latvia-lva",1586492
"international-bank-of-st-petersburg-plc","jsc-norvik-banka-riga-latvia-lva",1586492
"international-bank-of-trade-cooperation","hellenic-bank-ltd-nicosia-cyprus-cyp",139349.9
"international-commercial-bank","barclays-bank-united-kingdom-gbr",18892.22
"international-invest-bank","citibank-poland-sa-warsaw-poland-pol",716763.93
"international-invest-bank","fbme-bank-ltd-nicosia-cyprus-cyp",4347170.88
"international-invest-bank","jsc-norvik-banka-riga-latvia-lva",2810854.4
"investbank","industrial-bank-co-ltd-china-chn",14037
"investbank-plc","ceskoslovenska-obchodni-banka-a-s-prague-czech-republic-cze",1e+05
"investec-bank","hsbc-hong-kong-hkg",653000
"investkapitalbank","kuwait-turkish-participation-bk-inc-istanbul-turkey-tur",9000
"investkapitalbank","turkiye-garanti-bankasi-as-istanbul-turkey-tur",7750
"investkapitalbank","yapi-ve-kredi-bankasi-as-istanbul-turkey-tur",31000
"investors-bank","banco-espirito-santo-sa-lisbon-portugal-prt",940467.15
"investors-bank","citibank-na-dubai-uae-are",1177799.25
"investors-bank","hsbc-bank-middle-east-dubai-united-arab-emirates-are",308383.5
"investors-bank","intl-commercial-bank-of-china-keelung-taiwan-twn",520528.6
"investors-bank","mizuho-bank-ltd-singapore-branch-singapore-sgp",352417
"isbank-ag","as-meridian-trade-bank-riga-latvia-lva",2433262
"isbank-ag","banco-santander-sa-madrid-spain-esp",7866140.12
"isbank-ag","bank-of-america-nt-and-sa-london-uk-gbr",7074070.54
"isbank-ag","bank-of-america-nt-and-sa-singapore-sgp",628320
"isbank-ag","bnp-paribas-doha-doha-qatar-qat",696532.5
"isbank-ag","deutsche-bank-ag-abu-dhabi-uae-are",1660000
"isbank-gmbh-amsterdam-branch","rbs-nv-india-branch-mumbai-india-ind",1839032
"israel-discount-bank-ltd","bangkok-bank-public-company-limited-bangkok-thailand-tha",5920731
"israel-discount-bank-ltd","bank-of-china-hong-kong-ltd-hong-kong-hkg",60000
"israel-discount-bank-ltd","bank-uralsib-moscow-russia-rus",15621671.02
"israel-discount-bank-ltd","hang-seng-bank-limited-hong-kong-hkg",4867528
"israel-discount-bank-ltd","hongkong-shanghai-banking-corp-hong-kong-hkg",152955
"israel-discount-bank-ltd","industrial-commercial-bank-of-china-asia-ltd-hong-kong-hkg",899792
"israel-discount-bank-ltd","sberbank-of-russia-russia-rus",60000
"israel-discount-bank-ltd","ubs-ag-zurich-switzerland-che",186958
"israel-discount-bank-ltd","wing-lung-bank-ltd-hong-kong-hkg",3768119
"israel-postal-bank","sberbank-of-russia-russia-rus",137451.16
"italbank-international-inc","continental-dpr-finance-company-peru-per",290475.94
"j-and-t-bank-and-trust","banco-nacional-ultramarino-macau-mac",40276399.7
"j-and-t-bank-and-trust","ppf-banka-as-prague-czech-republic-cze",3397070
"japan-post-bank-co","hang-seng-bank-hong-kong-hkg",5158505.77
"jmpc","first-caribbean-international-bank-barbados-brb",759681
"joh-berenberggossler-und-cokg","marfin-popular-bank-public-co-ltd-nicosia-cyprus-cyp",347195.46
"joint-stock-bank-big-energy","vnesheconombank-russia-rus",7.14
"joint-stock-commercial-bank-transcapitalbank-closed-joint-stock-company","standard-chartered-bank-hong-kong-ltd-hong-kong-hkg",4632546.5
"jpm-international-bank","deutsche-bank-ag-singapore-sgp",56188.93
"jpmc","citibank-na-usa-usa",21600000
"jpmc","jpmc-usa-usa",39237272
"jpmc","wells-fargo-na-usa-usa",5369843
"jpmorgan-chase-bank","credicorp-bank-panama-pan",720000
"jpmorgan-chase-bank","deutsche-bank-ag-london-branch-gbr",1082748112.02
"jpmorgan-chase-bank","rosbank-moscow-russia-rus",31086588.33
"jpmorgan-chase-bank","royal-bank-of-canada-canada-can",7225.7
"jpmorgan-chase-bank","standard-chartered-bank-hong-kong-limited-hong-kong-hkg",304591.65
"jpmorgan-chase-bank-na","bank-of-china-macau-mac",125000
"jpmorgan-chase-bank-na","caledonian-bank-limited-georgetown-cayman-islands-cym",388000
"jpmorgan-chase-bank-na","credit-europe-bank-nv-amsterdam-netherlands-nld",555409.92
"jpmorgan-chase-bank-na","credit-suisse-ag-zurich-switzerland-che",7230973.63
"jpmorgan-chase-bank-na","dms-bank-trust-ltd-georgetown-cayman-islands-cym",155000
"jpmorgan-chase-bank-na","ping-an-bank-co-ltd-shenzhen-china-chn",37191.15
"jpmorgan-chase-bank-na","regionala-investiciju-banka-riga-latvia-lva",1420615.5
"jpmorgan-chase-bank-na","standard-chartered-bank-hk-ltd-hong-kong-hkg",353073.34
"jpmorgan-chase-bank-na","standard-chartered-bank-hong-kong-hkg",8460
"jpmorgan-chase-bank-national","as-meridian-trade-bank-riga-latvia-lva",2814385.97
"jpmorgan-chase-bank-national","credit-suisse-hong-kong-hkg",6464794.63
"jpmorgan-chase-bank-national","ocbc-wing-hang-bank-hong-kong-hkg",511999962.5
"jpmorgan-international-bank","dbs-bank-ltd-hong-kong-hkg",1e+07
"jpmorgan-international-bank","expobank-riga-latvia-lva",250000
"jpmorgan-international-bank","rigensis-bank-as-riga-latvia-lva",1e+07
"jpmorgan-international-bank","shanghai-commercial-bank-ltd-hong-kong-hkg",2260000
"jpmorgan-international-bank-brussels","bank-of-china-suisse-sa-switzerland-che",1596000
"jpmorgan-international-bank-london","societe-generale-bank-and-trust-singapore-sa-sgbt-singapore-singapore-sgp",136538959.88
"jsb-rosevrobank-ojsc","bank-of-taiwan-taiwan-twn",622805.4
"jsb-rosevrobank-ojsc","banque-internationale-a-luxembourgsuisse-switzerland-che",40000
"jsb-rosevrobank-ojsc","barclays-bank-plc-united-kingdom-gbr",450000
"jsb-rosevrobank-ojsc","china-merchant-bank-china-chn",212928.12
"jsb-rosevrobank-ojsc","citi-bank-na-hong-kong-hkg",1209010
"jsb-rosevrobank-ojsc","dbs-bank-ltd-singapore-sgp",2012607.11
"jsb-rosevrobank-ojsc","kyongnam-bank-south-korea-kor",655132.5
"jsb-rosevrobank-ojsc","seb-bank-estonia-est",1662414.19
"jsb-trust-capital","eesti-krediidibank-tallinn-estonia-est",227869.01
"jsc-baltikums-bank","dz-bank-hong-kong-hkg",34551
"jsc-bank-ipotechniy","joint-stock-commercial-bank-ho-chi-minh-city-vietnam-vnm",13025
"jsc-kredobank","jsc-norvik-banka-riga-latvia-lva",2247198.15
"jsc-kredobank","ltb-bank-riga-latvia-lva",139621.66
"jsc-norvik-banka","ab-dnb-bankas-vilnius-lithuania-ltu",4e+05
"jsc-norvik-banka","abn-amro-bank-nv-amsterdam-netherlands-nld",4224350.01
"jsc-norvik-banka","abn-amro-bank-nv-netherlands-nld",1549402.5
"jsc-norvik-banka","bta-bank-almaty-kazakhstan-kaz",1e+06
"jsc-norvik-banka","caisse-centrale-desjardins-montreal-canada-can",5e+05
"jsc-norvik-banka","commonwealth-bank-of-australia-ho-chi-minh-city-vietnam-vnm",1478600.78
"jsc-norvik-banka","credit-bank-ltd-mumbai-india-ind",7393
"jsc-norvik-banka","credit-europe-bank-nv-amsterdam-netherlands-nld",14500
"jsc-norvik-banka","credit-suisse-ag-zurich-switzerland-che",552315
"jsc-norvik-banka","credit-suisse-zurich-switzerland-che",12994580.01
"jsc-norvik-banka","dbs-bank-ltd-singapore-sgp",1279972
"jsc-norvik-banka","dbs-banktaiwan-ltd-taipei-taiwan-twn",1820895.54
"jsc-norvik-banka","euroclear-bank-brussels-belgium-bel",3484000.9
"jsc-norvik-banka","first-ukrainian-intl-bank-donetsk-ukraine-ukr",680
"jsc-norvik-banka","industrial-and-comml-bank-of-china-beijing-china-chn",501310
"jsc-norvik-banka","jordan-kuwait-bank-amman-jordan-jor",1392000
"jsc-norvik-banka","kotak-mahindra-bank-mumbai-india-ind",6700
"jsc-norvik-banka","mainzer-volksbank-eg-mainz-germany-deu",916520.39
"jsc-norvik-banka","piraeus-bank-ad-beograd-beograd-serbia-srb",1190000
"jsc-norvik-banka","porto-franco-commercial-bank-odessa-ukraine-ukr",1655
"jsc-norvik-banka","rosbank-moscow-russia-rus",4e+07
"jsc-norvik-banka","rosbank-switzerland-sa-geneva-switzerland-che",29312620.2
"jsc-norvik-banka","sberbank-lyublinskoe-branch-7977-moscow-russia-rus",1365000
"jsc-norvik-banka","sberbank-moscow-russia-rus",89909.26
"jsc-norvik-banka","sberbank-of-russia-moscow-russia-rus",9248139.5
"jsc-norvik-banka","temir-bank-almaty-kazakhstan-kaz",7350435
"jsc-norvik-banka","the-national-bank-of-ras-al-khaimah-ras-al-khaimah-uae-are",1507007.31
"jsc-norvik-banka","the-national-bank-of-ras-al-khaimah-uae-are",1541912.9
"jsc-norvik-banka","the-national-bank-of-ras-ras-al-khaimah-uae-are",2087430
"jsc-norvik-banka","ukrsotzbank-commercial-bk-for-social-develop-kiev-ukraine-ukr",3827.25
"jsc-norvik-banka","unicredit-bank-cjsc-moscow-russia-rus",1493968
"jsc-norvik-banka","uralsib-bank-oao-moscow-russia-rus",11609101.04
"jsc-norvik-banka","vnesheconombank-moscow-russia-rus",12921.11
"jsc-norvik-banka","vtb-bank-almaty-kazakhstan-kaz",598150
"jsc-norvik-banka","vtb-bank-kiev-ukraine-ukr",4550
"jsc-norvik-banka","vtb-bank-moscow-russia-rus",13000680
"jsc-norvikbanka","temir-bank-almaty-kazakhstan-kaz",2953675
"jsc-tbc-bank","uralsib-bank-oao-moscow-russia-rus",2488.62
"jsc-vtb-bank","albaraka-turk-participation-bank-istanbul-turkey-tur",4719705.8
"jsc-vtb-bank","anadolubank-as-istanbul-turkey-tur",1254015
"jsc-vtb-bank","bank-of-america-na-new-york-ny-usa",415000
"jsc-vtb-bank","bank-of-cyprus-public-company-ltd-nicosia-cyprus-cyp",328040
"jsc-vtb-bank","credit-suisse-zurich-switzerland-che",1e+08
"jsc-vtb-bank","helm-bank-usa-usa",335429.3
"jsc-vtb-bank","marfin-popular-bank-public-co-ltd-nicosia-cyprus-cyp",8569128.53
"jsc-vtb-bank","raiffeisenbank-zao-moscow-russia-rus",613903.81
"jsc-vtb-bank","turkiye-garanti-bankasi-as-istanbul-turkey-tur",678312
"jsc-vtb-bank","yokohama-shinkin-bank-ltd-yokohama-japan-jpn",74140.85
"jscb-international-financial-club","pt-bank-mandiri-persero-tbk-singapore-sgp",104077.7
"jscb-national-standart","raiffeisen-zentralbank-osterreich-vienna-austria-aut",9171522.17
"kabul-bank","bank-of-america-na-new-york-usa-usa",399870
"kabul-bank","caisse-centrale-desjardins-montreal-canada-can",44500
"kabul-bank","halyk-savings-bank-kazakhstan-almaty-kazakhstan-kaz",303410
"kabul-bank","national-bank-of-ras-al-khaimah-ras-al-khaimah-uae-are",849353.89
"kabul-bank","new-kabul-bank-kabul-afghansitan-afg",34500000
"kaiser-ritter-partner-privatbank-ag","vp-bank-schweiz-ag-zurich-switzerland-che",2e+06
"kasikornbank-public-co-ltd","dnb-nor-bank-asa-singapore-sgp",9450000
"kaspi-bank-jsc","jsc-norvik-banka-riga-latvia-lva",8500000
"kaspi-bank-jsc","raiffeisen-zentralbank-osterreich-aktiengesellschaft-vienna-austria-aut",5e+06
"kazkommertsbank","ltb-bank-riga-latvia-lva",21355226.94
"kazkommertsbank","marfin-popular-bank-public-co-ltd-limassol-cyprus-cyp",1185648.96
"kbc-bank-nv","export-import-bank-of-thailand-bangkok-thailand-tha",2557005.1
"kbc-bank-nv","joint-stock-commercial-bank-for-foreign-trade-of-vietnam-hanoi-vietnam-vnm",2986089.7
"kbl-european-private-bankers-sa-luxembourg-lux","banque-de-gestion-edmond-de-rothschild-monaco-monaco-mco",17622532.16
"kleinwort-benson","union-bancaire-privee-geneva-switzerland-che",2053259.51
"korea-exchange-bank","standard-chartered-bank-dubai-uae-are",1025337
"kotak-mahindra-bank-limited","emirates-nbd-bank-pjsc-uae-are",873110.29
"krb-ukhtabank-ukhta-russia-rus","vtb-bank-deutschland-ag-frankfurt-germany-deu",24075000
"kredobank","ablv-bank-as-riga-latvia-lva",258841.41
"kredobank","regionala-investiciju-banka-riga-latvia-lva",1759593.09
"kredyt-bank-sa","deutsche-bank-ag-londo-england-gbr",347300
"kredyt-bank-sa","deutsche-bank-ag-london-england-gbr",582200
"kreissparkasse-heilbronn","st-george-bank-a-division-of-westpac-banking-corp-sydney-australia-aus",2236.16
"kuwait-turkish-participation-bank-inc","national-bank-of-ras-al-khaimah-ras-al-khaimah-united-arab-emirates-are",5e+05
"kuwait-turkish-participation-bank-inc","standard-chartered-bank-dubai-uae-are",3792410
"kuwait-turkish-participation-bk-inc","seb-bank-tallinn-estonia-est",677888.86
"lan-and-spar-bank-as","kenya-commercial-bank-limited-kenya-ken",755
"landesbank-baden-wuerttemberg","baltikums-bank-riga-lv-lva",9443258.7
"lansforsakringar-bank-ab","deutsche-bank-ag-prague-czech-republic-cze",169579.56
"lansforsakringar-bank-ab","unicredit-banka-slovenija-dd-ljubljana-slovenia-svn",388499.86
"latvian-trade-bank","evrofinance-mosnarbank-moscow-russia-rus",4447.49
"latvian-trade-bank","maples-and-calder-george-town-cayman-island-cym",2281.79
"latvian-trade-bank","national-commercial-bank-jamaica-ltd-kingston-jamaica-jam",13980
"latvian-trade-bank","sekerbank-t-a-s-istanbul-turkey-tur",76000
"latvian-trade-commercial-bank","alcoa-inc-pittsburgh-pa-usa",9962160
"latvian-trade-commercial-bank","bank-morgan-stanley-ag-zurich-switzerland-che",2e+06
"latvian-trade-commercial-bank","bank-soyuz-moscow-russia-rus",21758290.61
"latvian-trade-commercial-bank","credit-to-euroclear-bank-sa-brussels-belgium-bel",3361767.58
"latvian-trade-commercial-bank","dbs-bank-ltd-singapore-singapore-sgp",1250000
"latvian-trade-commercial-bank","kbc-bank-nv-brussels-belgium-bel",238.61
"latvian-trade-commercial-bank","landesbank-baden-wuerttemberg-mannheim-germany-deu",6e+05
"latvian-trade-commercial-bank","ocbc-bank-malaysia-mys",30253
"latvian-trade-commercial-bank","ojsc-nomos-bank-moscow-russia-rus",790958.9
"latvian-trade-commercial-bank","ping-an-bank-co-shenzhen-china-chn",702619.48
"latvian-trade-commercial-bank","piraeus-bank-sofia-bulgaria-bgr",124808.13
"latvian-trade-commercial-bank","transcredit-bank-moscow-russia-rus",3485
"latvian-trade-commercial-bank","vnesheconombank-moscow-russia-rus",2009588
"lbbw-bank-cz-as","atabank-baku-azerbaijan-aze",3806000
"lbbw-bank-cz-as","regional-investment-bank-riga-latvia-lva",2792000
"lebanon-and-gulf-bank-sal","hong-kong-and-shanghai-banking-corp-hong-kong-hkg",41561.01
"lf-finance","ubs-agzurich-switzerland-che",8771.04
"lgt-bank","credit-suisse-ag-zurich-switzerland-che",2595000
"lgt-bank","credit-suisse-singapore-sgp",33067731
"liechtensteinische-landesbank","hsbc-hong-kong-hkg",5420
"lloyds-bank-plc","ing-bank-nv-spain-esp",1944.97
"lloyds-bank-plc","solid-bank-russia-rus",1649874
"lombard-odier-darier-hentsch-and-cie","indian-bank-singapore-sgp",1864590
"los-alamos-national-bank","los-alamos-national-bank-new-mexico-usa",19200
"loyal-bank-limited","jsc-norvik-banka-latvia-lva",4600
"loyal-bank-limited","seb-banka-latvia-lva",4145.35
"ltb-bank","abn-amro-bank-nv-amsterdam-netherlands-nld",3016
"ltb-bank","abn-amro-bank-nv-rotterdam-netherlands-nld",2831
"ltb-bank","albarakaturk-participation-bank-istanbul-turkey-tur",138750
"ltb-bank","bank-morgan-stanley-ag-zurich-switzerland-che",2e+06
"ltb-bank","bank-soyuz-moscow-russia-rus",9694000
"ltb-bank","cash-treasury-services-pittsburgh-pa-usa-usa",121920
"ltb-bank","clariden-leu-ag-zurich-switzerland-che",305403.09
"ltb-bank","commercial-bank-mobiasbanca-groupe-societe-generale-sa-chisinau-moldova-mda",490000
"ltb-bank","credit-suisse-ag-zurich-switzerland-che",270167064.39
"ltb-bank","credit-suisse-nassau-br-private-bkg-zurich-switzerland-che",611500
"ltb-bank","credit-suisse-securities-europe-limited-london-england-gbr",1050000
"ltb-bank","denizbank-ag-vienna-austria-aut",9447.13
"ltb-bank","dnb-nor-bank-asa-singapore-sgp",76790.59
"ltb-bank","dnb-nor-bankasa-new-york-usa",643
"ltb-bank","euroclear-bank-sa-brussels-belgium-bel",1139000
"ltb-bank","habib-bank-a-g-zurich-deira-dubai-uae-are",9880
"ltb-bank","ing-bank-nv-amsterdam-netherlands-nld",2.8e+07
"ltb-bank","joint-stock-company-otp-bk-kiev-ukraine-ukr",63137.69
"ltb-bank","jordan-kuwait-bank-amman-jordan-jor",34550
"ltb-bank","jsc-vtb-bank-moscow-russia-rus",1.18
"ltb-bank","kazkommertsbank-almaty-kazakhstan-kaz",3600
"ltb-bank","kbc-bank-nv-brussels-belgium-bel",20835.66
"ltb-bank","landesbank-baden-wuerttemberg-mannheim-germany-deu",257978.28
"ltb-bank","nomos-bank-moscow-russia-rus",48012328.78
"ltb-bank","nomos-bank-open-joint-stock-co-moscow-russia-rus",130773709.67
"ltb-bank","nomosbank-moscow-russia-rus",1143442.62
"ltb-bank","ojsc-nomosbank-moscow-russia-rus",2362021.86
"ltb-bank","otp-bk-kiev-ukraine-ukr",347.89
"ltb-bank","peresvetbank-moscow-russia-rus",3e+06
"ltb-bank","pivdenny-bank-odessa-ukraine-ukr",8e+05
"ltb-bank","prominvestbank-kiev-ukraine-ukr",6993
"ltb-bank","raiffeisenlandesbank-linz-austria-aut",8287.44
"ltb-bank","rbtt-bank-jamaica-limited-kingston-jamaica-jam",5445.82
"ltb-bank","rosbank-moscow-russia-rus",550000
"ltb-bank","sb-sberbank-js-almaty-kazakhstan-kaz",1799302.82
"ltb-bank","sb-sberbank-jsc-almaty-kazakhstan-kaz",2204000
"ltb-bank","sberbank-russia-rus",65294143.67
"ltb-bank","skandinaviska-enskilda-banken-stockholm-sweden-swe",21619.32
"ltb-bank","sterling-bank-houston-tx-usa",2589.9
"ltb-bank","turkiye-finans-katilim-bankasi-as-istanbul-turkey-tur",35000
"ltb-bank","unibank-chisinau-moldova-mda",7321
"ltb-bank","unicredit-bank-cjsc-moscow-russia-rus",2337500
"ltb-bank","vnesheconombank-moscow-russia-rus",2039495.49
"ltb-bank","vtb-bank-moscow-russia-rus",3760.8
"ltb-bank","vtb-bank-open-joint-stock-bank-moscow-russia-rus",230325
"ltb-bank-riga","bank-soyuz-moscow-russia-rus",585000
"ltb-bank-riga","capital-bank-grawe-gruppe-ag-graz-austria-aut",2e+05
"ltb-bank-riga","closed-joint-stock-company-otp-bk-kiev-ukraine-ukr",4000750
"ltb-bank-riga","credit-suisse-ag-zurich-switzerland-che",30970341.63
"ltb-bank-riga","dnb-nor-bank-asa-new-york-ny-usa",375
"ltb-bank-riga","joint-stock-company-otp-bk-kiev-ukraine-ukr",126547.21
"ltb-bank-riga","jordan-kuwait-bank-amman-jordan-jor",15448
"ltb-bank-riga","landesbank-baden-wuerttemberg-mannheim-germany-deu",250000
"ltb-bank-riga","rosbank-moscow-russia-rus",260000
"ltb-bank-riga","unicredit-bank-cjsc-moscow-russia-rus",1105000
"ltb-bank-riga","vnesheconombank-moscow-russia-rus",104.54
"ltb-bank-riga","vtb-bank-open-joint-stock-bank-moscow-russia-rus",40000
"macquarie-bank-limited","barclays-bank-plc-london-england-gbr",17878000
"macquarie-bank-ltd","citibank-na-singapore-sgp",104241521
"maiwand-bank","bank-centercredit-almaty-kazakhstan-kaz",195000
"maiwand-bank","bank-mandiri-perseo-tbk-pt-jakarta-indonesia-idn",807000
"maiwand-bank","bta-bank-almaty-kazakhstan-kaz",246400
"maiwand-bank","cimb-bank-berhad-kuala-lumpur-malaysia-mys",211868
"maiwand-bank","eurasian-bank-almaty-kazakhstan-kaz",1e+05
"maiwand-bank","halyk-savings-bank-kazakhstan-almaty-kazakhstan-kaz",709161.73
"maiwand-bank","kazkommertsbank-almaty-kazakhstan-kaz",335800
"maiwand-bank","national-bank-of-ras-al-khaimah-ras-al-khaimah-uae-are",1857766.02
"maiwand-bank","nurbank-jsc-almaty-kazakhstan-kaz",549510
"maiwand-bank","vijaya-bank-delhi-india-ind",99750
"maiwand-bank","yes-bank-limited-mumbai-india-ind",4e+05
"malawi-savings-bank-limited","bank-one-ltd-port-louis-mauritius-mus",324955
"marfin-pank-eesti-as","united-overseas-bank-limited-singapore-sgp",2275000
"marfin-popular-bank","hsbc-uk-gbr",100435
"marfin-popular-bank-pcl","vnesheconombank-moscow-russia-rus",6390.13
"marfin-popular-bank-public-co-ltd","bank-of-china-ltd-hong-kong-hkg",150000
"marfin-popular-bank-public-co-ltd","gulf-bank-ksc-kuwait-kwt",250000
"marfin-popular-bank-public-co-ltd","hang-seng-bank-limited-hong-kong-hkg",2500000
"marfin-popular-bank-public-co-ltd","hsbc-bank-plc-london-london-england-gbr",31500
"marfin-popular-bank-public-co-ltd","international-moscow-bank-russia-rus",1580000
"marfin-popular-bank-public-co-ltd","rosbank-moscow-russia-rus",6013800
"marfin-popular-bank-public-co-ltd","trasta-komercbanka-latvia-lva",400300
"marfin-popular-bank-public-co-ltd","ubs-ag-singapore-sgp",2100000
"mashreqbank-psc","kotak-mahindra-bank-mumbai-india-ind",16345
"mauritius-commercial-bank-ltd","banque-de-commerce-et-de-placements-s-a-geneva-switzerland-che",2956552
"mdm-bank","bank-of-america-na-new-york-ny-usa",1e+07
"mdm-bank","rigensis-bank-as-riga-latvia-lva",26606557.38
"medicinos-bankas","marfin-popular-bank-public-co-ltd-nicosia-cyprus-cyp",4999985
"mediterranean-bank-plc","ablv-bank-latvia-lva",4780
"meinl-bank-ag","bank-of-communications-co-ltd-shanghai-china-chn",526038.93
"meinl-bank-ag","barclays-bank-plc-uk-corporate-gbr",239313.61
"meinl-bank-ag","credit-suisse-ag-zurich-switzerland-che",9500000
"meinl-bank-ag","danske-bank-as-tallinn-estonia-est",18200000
"meinl-bank-ag","danskebank-as-tallinn-estonia-est",10212000
"meinl-bank-ag","sb-sberbank-of-russia-cjsc-kiev-ukraine-ukr",7e+05
"meinl-bank-ag","wells-fargo-bank-san-francisco-ca-usa",1977000
"meinl-bankag","wells-fargo-bank-san-francisco-ca-usa",120500
"mellon-investor-services-llc","rosbank-moscow-russia-rus",1802300.2
"mellon-trust-of-new-england-na","royal-bank-of-canada-cayman-islands-cym",27202347
"merrill-lynch-and-co","valley-national-bank-new-york-usa-usa",140000
"merrill-lynch-co","dms-bank-trust-ltd-cayman-islands-cym",82850
"metropolitan-bank-and-trust-co","chinatrust-commercial-bank-singapore-sgp",1889748
"metropolitan-bank-and-trust-co","ctbc-bank-co-ltd-hong-kong-branch-hong-kong-hkg",2500000
"midflorida-cu","commonwealth-bank-of-australia-sydney-australia-aus",2500
"midwest-independence-bank","ao-rietumu-banka-latvia-lva",250000
"milbank-ooo","jsc-norvik-banka-riga-latvia-lva",895355
"mizuho-corporate-bank","standard-chartered-bank-hong-kong-ltd-hong-kong-hkg",12868949.72
"mizuho-corporate-bank-limited","credit-suisse-ag-zurich-switzerland-che",58355911.52
"mmg-bank-corporation","bank-julius-baer-co-ltd-switzerland-che",3e+05
"moldindconbank","seb-bank-tallinn-estonia-est",560903.37
"moldindconbank","standard-chartered-bank-hong-kong-ltd-hong-kong-hkg",9139992.68
"moldindconbank","trasta-komercbanka-riga-latvia-lva",5e+06
"moldindconbank","united-overseas-bank-limited-singapore-sgp",8585000
"moldindconbank-sa","privatbank-riga-latvia-lva",3012000
"moldindconbank-sa","victoriabank-chisinau-moldova-mda",67083.34
"morgan-stanley-ag-zurich","bank-sarasin-and-cie-basle-switzerland-che",3266106.99
"morgan-stanley-co-international-plc","deutsche-bank-ag-singapore-sgp",57356000
"morgan-stanley-co-intl-plc","ltb-bank-riga-latvia-lva",23503146.26
"morgan-stanleyco-inc-national","bank-of-america-na-usa-usa",19980
"multibank-inc","global-bank-of-commerce-st-johns-antigua-atg",30000
"nadra-bank","regional-investment-bank-riga-latvia-lva",2400000
"nara-bank-downtown-branch","santander-uk-plc-united-kingdom-gbr",5985
"national-australia-bank-limited","macquarie-bank-limited-sydney-australia-aus",1519950
"national-australia-bank-limited","standard-chartered-bank-hong-kong-hkg",4975
"national-bank-for-foreign-economic-activity-of-the-rep-of-uzbekistan","baltikums-bank-riga-latvia-lva",2804215.72
"national-bank-for-foreign-economic-activity-of-the-rep-of-uzbekistan","jsc-norvik-banka-riga-latvia-lva",1042854.36
"national-bank-for-foreign-economic-activity-of-the-republic-of-uzbekistan","jsc-norvik-banka-riga-latvia-lva",1243717
"national-bank-of-abu-dhabi","credit-suisse-ag-zurich-switzerland-che",1700000
"national-bank-of-kuwait-sak","capital-bank-of-jordan-amman-jordan-jor",5000
"national-bank-of-pakistan","standard-chartered-bank-dubai-uae-are",1184000
"national-bank-of-ras-al-kaimah","standard-chartered-bank-dubai-uae-are",856000
"national-bank-of-ras-al-khaimah","china-citic-bank-beijing-china-chn",124955
"national-bank-of-ras-al-khaimah","citibank-na-singapore-sgp",99965
"national-bank-of-ras-al-khaimah","deutsche-bank-ag-singapore-sgp",195885
"national-bank-of-ras-al-khaimah","eesti-kreditbank-tallinn-estonia-est",37984
"national-bank-of-ras-al-khaimah","emirates-nbd-bank-pjsc-dubai-united-arab-emirates-are",691167
"national-bank-of-ras-al-khaimah","habib-bank-limited-karachi-pakistan-pak",167450
"national-bank-of-ras-al-khaimah","hong-kong-and-shanghai-banking-corp-hong-kong-hkg",214895
"national-bank-of-ras-al-khaimah","hongkong-shanghai-banking-corporation-ltd-hong-kong-hkg",703000
"national-bank-of-ras-al-khaimah","jsc-norvik-banka-riga-latvia-lva",3551414.54
"national-bank-of-ras-al-khaimah","kievskaya-rus-bank-kiev-ukraine-ukr",4e+05
"national-bank-of-ras-al-khaimah","legion-jscb-moscow-russian-federation-rus",727936
"national-bank-of-ras-al-khaimah","privatbank-ukraine-ukr",477018.6
"national-bank-of-ras-al-khaimah","standard-chartered-bank-kuala-lumpur-malaysia-mys",199965
